descrip1art,codbarras,principio_activo,concentracion,forma_farmaceutica,blister,origen,generico,fabricante,cantidad_presentacion,usuario,status,usuario_root,status2,PA_Alter_FF,PA_Alter_CON,LastUpdated,timestamp2,timestamp1,principio_activo_Des,concentracion_Des,forma_farmaceutica_Des,origen_Des,fabricante_Des,principio_activo_Score,concentracion_Score,forma_farmaceutica_Score,blister_Score,origen_Score,generico_Score,fabricante_Score,cantidad_presentacion_Score,Score_Final,blister_Des,generico_Des,cantidad_presentacion_Des,patrocinador,patrocinador_Des,patrocinador_Score,origen_dato,codigo_atc,indicaciones,contraindicaciones,almacenamiento,requiere_recipe,marca,marca_Des,marca_Score,contenido_neto,contenido_neto_Des,contenido_neto_Score,codigo_atc_Des,codigo_atc_Score,requiere_recipe_Des,requiere_recipe_Score,segmento_etario,segmento_etario_Des,segmento_etario_Score,es_medicamento,es_medicamento_Score,url_imagen,clasificacion_insumo_Des,elasticidad_demanda,elasticidad_demanda_Des
"Crema tópica con Gentamicina, Betametasona y Clotrimazol de 30g.",7598127000834,169,,62,,,,,1,,,,,,,2026-06-19 16:27:49.710000,,,"Gentamicina, Betametasona, Clotrimazol",,Crema,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,30g,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Metronidazol 500mg/100ml solución para infusión.,7598127000872,758,,80,,,,,1,,,,,,,2026-06-19 16:27:49.710000,,,Metronidazol,500mg/100ml,Solución,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,100ml,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
RANITIDINA 50MG/2ML SOLUCIÓN INYECTABLE X 10 AMPOLLAS,7598127000919,924,,80,,,,,10,,,,,,,2026-06-19 16:27:49.710000,,,Ranitidina,50mg/2ml,Inyectable,,,,,,,,,,,,,,10 ampollas,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
"VITABLU C500mg, tabletas masticables de vitamina C, caja con 100 unidades.",7598127000957,,,27,,,,,100,,,,,,,2026-06-19 16:27:49.710000,,,Vitamina C,500mg,Tableta,,,,,,,,,,,,,,100 unidades,,,,IA_FULL_ATTR_V1,,,,,,,VITABLU,,,,,,,,,NO_DEFINIDO,,,False,,,Suplemento Alimenticio,,
BLUFEN PLUS 800mg x 10 tabletas,7598127000988,,,27,,,,,10,,,,,,,2026-06-19 16:27:49.710000,,,,800mg,Tableta,,,,,,,,,,,,,,10 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,BLUFEN PLUS,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Ácido Acetilsalicílico 81mg x 30 comprimidos Blue Medical,7598127001046,,,88,,,,,30,,,,,,,2026-06-19 16:27:49.710000,,,Ácido Acetilsalicílico,81mg,Comprimido,,,,,,,,,,,,,,30 comprimidos,,,,IA_FULL_ATTR_V1,,,,,,,Blue Medical,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Hioscina N-Butilbromuro 10mg x 10 tabletas Blue Medical,7598127001053,605,,27,,,,,10,,,,,,,2026-06-19 16:27:49.710000,,,Hioscina N-Butilbromuro,10mg,Tableta,,,,,,,,,,,,,,10 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,Blue Medical,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
FLUCONAZOL 150MG X 2 CÁPSULAS BLUE MEDICAL,7598127001060,514,,68,,,,,2,,,,,,,2026-06-19 16:27:49.710000,,,Fluconazol,150mg,Cápsula,,,,,,,,,,,,,,2 cápsulas,,,,IA_FULL_ATTR_V1,,,,,,,BLUE MEDICAL,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Dexametasona 8mg/2ml inyectable (Dexamax) caja con 10 ampollas de Blue Medical.,7598127001084,384,,129,,,,,10,,,,,,,2026-06-19 16:27:49.710000,,,Dexametasona,8mg/2ml,Inyectable,,,,,,,,,,,,,,10 ampollas,,,,IA_FULL_ATTR_V1,,,,,,,"Dexamax, Blue Medical",,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Zanax Clotrimazol 2% Crema Vaginal 20g,7598127001091,346,,4,,,,,1,,,,,,,2026-06-19 16:27:49.710000,,,Clotrimazol,2%,Crema,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Zanax,,,20g,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Losartán Potásico 50 mg x 30 tabletas Blue Medical,7598127001152,2303,,27,,,,,30,,,,,,,2026-06-19 16:27:49.710000,,,Losartán Potásico,50 mg,Tableta,,,,,,,,,,,,,,30 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,Blue Medical,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Opranex 20mg x 30 cápsulas (Omeprazol) Blue Medical,7598127001176,815,457,22,,,,,30,,,,,,,2024-12-02 20:30:00.913333,,,Omeprazol,20 mg,Cápsula,,BLUE MEDICA,,,,,,,,,,0,1,30 cápsulas,,,,IA_FULL_ATTR_V1,,,,,,,Opranex (Blue Medical),,,,,A02BC01,,True,,NO_DEFINIDO,Adultos,,True,,,Medicamento,,
PREDNISOLONA 5 MG X 30 TABLETAS BLUE MEDICAL,7598127001206,896,718,88,,,,,30,,,,,,,2025-11-17 20:30:00.613333,,,Prednisolona,5 mg,Tableta,,No especificado,,,,,,,,,,1,0,30 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,BLUE MEDICAL,,,,,H02AB06,,True,,NO_DEFINIDO,adultos,,True,,,Medicamento,,
"Complejo multivitamínico BM, 30 unidades",7598127001213,,,,,,,,30,,,,,,,2026-06-19 16:27:49.710000,,,Complejo multivitamínico,,Tableta,,,,,,,,,,,,,,30 unidades,,,,IA_FULL_ATTR_V1,,,,,,,BM,,,,,,,,,NO_DEFINIDO,,,False,,,Suplemento Alimenticio,,
CETIRIN 10MG X 10 TABLETAS (CETIRIZINA) BLUE MEDICAL,7598127001251,281,213,88,,,,,10,,,,,,,2025-04-29 20:30:00.770000,,,Cetirizina,10 mg,Tableta,No disponible,No especificado,,,,,,,,,,1,1,10 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,CETIRIN (BLUE MEDICAL),,,,,R06AE07,,True,,NO_DEFINIDO,Adultos y niÃ±os mayores de 6 aÃ±os,,True,,,Medicamento,,
ATORVASTATINA 40MG X 30 TABLETAS BLUE MEDICAL,7598127001268,149,,27,,,,,30,,,,,,,2026-06-19 16:27:49.710000,,,Atorvastatina,40mg,Tableta,,,,,,,,,,,,,,30 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,BLUE MEDICAL,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
"IBLUFEN 800mg, 10 tabletas (Ibuprofeno)",7598127001275,610,,27,,,,,10,,,,,,,2026-06-19 16:27:49.710000,,,Ibuprofeno,800mg,Tableta,,,,,,,,,,,,,,10 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,IBLUFEN,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
"Carbamazepina 200 mg comprimidos, 30 unidades",7598127001367,240,474,101,,,,,30,,,,,"JARABE(15), TAB(27), TAB LP(29)","1 G/10 MG(138), 20 MG(457), 200 MG(474), 400 MG(664)",2024-09-18 20:30:00.890000,,,Carbamazepina,200 mg,Comprimido,,BLUE MEDI,,,,,,,,,,0,1,30 comprimidos,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,N03AF01,,True,,NO_DEFINIDO,Adultos,,True,,,Medicamento,,
Metronidazol 500mg x 30 tabletas Blue Medical,7598127001374,758,,27,,,,,30,,,,,,,2026-06-19 16:27:49.710000,,,Metronidazol,500mg,Tableta,,,,,,,,,,,,,,30 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,Blue Medical,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Enalapril 10 mg x 30 comprimidos Blue Medical,7598127001398,446,,88,,,,,30,,,,,,,2026-06-19 16:27:49.710000,,,Enalapril,10 mg,Comprimido,,,,,,,,,,,,,,30 comprimidos,,,,IA_FULL_ATTR_V1,,,,,,,Blue Medical,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
AMLOBLUX 10 mg x 30 tabletas (Amlodipina) Blue Medical,7598127001466,123,,27,,,,,30,,,,,,,2026-06-19 16:27:49.710000,,,Amlodipina,10 mg,Tableta,,,,,,,,,,,,,,30 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,"AMLOBLUX, Blue Medical",,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
ATEPREX 100mg 30 comprimidos (Atenolol),7598127001480,146,253,101,,,,,30,,,,,,,2025-12-08 20:30:00.816666,,,Atenolol,100 mg,Comprimido,,BLUE MED,,,,,,,,,,0,1,30 comprimidos,,,,IA_FULL_ATTR_V1,,,,,,,ATEPREX,,,,,C07AB03,,True,,NO_DEFINIDO,Adulto,,True,,,Medicamento,,
TOPRIL 25 mg x 30 comprimidos (Captopril),7598127001510,238,,88,,,,,30,,,,,,,2026-06-19 16:27:49.710000,,,Captopril,25 mg,Comprimido,,,,,,,,,,,,,,30 comprimidos,,,,IA_FULL_ATTR_V1,,,,,,,TOPRIL,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Ciprofloxacino 500mg x 10 tabletas Blue Medical,7598127001558,295,775,101,,,,,10,,,,,,,2025-07-26 20:30:01.136666,,,Ciprofloxacino,500 mg,Tableta,,BLUE MEDIC,,,,,,,,,,1,1,10 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,Blue Medical,,,,,J01MA02,,True,,NO_DEFINIDO,Adulto,,True,,,Medicamento,,
Metformina 500mg x 30 tabletas Blue Medical,7598127001572,742,,27,,,,,30,,,,,,,2026-06-19 16:27:49.710000,,,Metformina,500mg,Tableta,,,,,,,,,,,,,,30 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,Blue Medical,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Valsartán 80 mg x 30 comprimidos,7598127001602,,,88,,,,,30,,,,,,,2026-06-19 16:27:49.710000,,,Valsartán,80 mg,Comprimido,,,,,,,,,,,,,,30 comprimidos,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
BLUDILOL 6.25mg x 30 tabletas (Carvedilol),7598127001626,251,,27,,,,,30,,,,,,,2026-06-19 16:27:49.710000,,,Carvedilol,6.25mg,Tableta,,,,,,,,,,,,,,30 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,BLUDILOL,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
ANGIOBLUX Olmesartán Medoxomilo 20mg x 30 comprimidos,7598127001640,811,457,27,,,,,30,,,,,,,2024-11-14 20:30:00.893333,,,Olmesartán Medoxomilo,20 mg,Comprimido,,No especificado,,,,,,,,,,1,1,30 comprimidos,,,,IA_FULL_ATTR_V1,,,,,,,ANGIOBLUX,,,,,C09CA08,,True,,NO_DEFINIDO,Adultos,,True,,,Medicamento,,
"ACEBLU+PLUS 650mg Acetaminofén, 10 tabletas",7598127001671,,,27,,,,,10,,,,,,,2026-06-19 16:27:49.710000,,,Acetaminofén,650mg,Tableta,,,,,,,,,,,,,,10 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,ACEBLU+PLUS,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
FLUCONAZOL 200MG/100ML SOLUCIÓN INYECTABLE,7598127001916,514,,80,,,,,1,,,,,,,2026-06-19 16:27:49.710000,,,Fluconazol,200mg/100ml,Inyectable,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,100ml,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Vitamina C (Ácido Ascórbico) 500mg/5ml solución inyectable I.M./I.V. x 10 ampollas Blue Medical,7598127001930,,,80,,,,,10,,,,,,,2026-06-19 16:27:49.710000,,,Vitamina C (Ácido Ascórbico),500mg/5ml,Inyectable,,,,,,,,,,,,,,10 ampollas,,,,IA_FULL_ATTR_V1,,,,,,,Blue Medical,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Cefotaxima 1g polvo para solución inyectable (IV/IM),7598127001947,265,,20,,,,,1,,,,,,,2026-06-19 16:27:49.710000,,,Cefotaxima,1g,Inyectable,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,1g,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Diclofenaco Sódico 75mg/3ml solución inyectable I.M. caja x 10 ampollas Blue Medical,7598127001961,2186,,80,,,,,10,,,,,,,2026-06-19 16:27:49.710000,,,Diclofenaco Sódico,75mg/3ml,Inyectable,,,,,,,,,,,,,,10 ampollas,,,,IA_FULL_ATTR_V1,,,,,,,Blue Medical,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
"Gentamicina 160 mg inyectable, caja con 10 ampollas",7598127001978,543,,129,,,,,10,,,,,,,2026-06-19 16:27:49.713333,,,Gentamicina,160 mg,Inyectable,,,,,,,,,,,,,,10 ampollas,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
"BLUXCEDRIN 250/250/65 mg x 10 tabletas (Acetaminofén, Ácido Acetilsalicílico, Cafeína)",7598127002067,,,27,,,,,10,,,,,,,2026-06-19 16:27:49.713333,,,"Acetaminofén, Ácido Acetilsalicílico, Cafeína",250/250/65 mg,Tableta,,,,,,,,,,,,,,10 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,BLUXCEDRIN,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Ondazin 8 mg/4 ml solución inyectable (ondansetrón) caja con 10 ampollas,7598127002081,,,80,,,,,10,,,,,,,2026-06-19 16:27:49.713333,,,Ondansetrón,8 mg/4 ml,Inyectable,,,,,,,,,,,,,,10 ampollas,,,,IA_FULL_ATTR_V1,,,,,,,Ondazin,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
"Diclofenaco Potásico 75mg/3ml solución inyectable, caja con 10 ampollas.",7598127002104,2186,,80,,,,,10,,,,,,,2026-06-19 16:27:49.713333,,,Diclofenaco Potásico,75mg/3ml,Inyectable,,,,,,,,,,,,,,10 ampollas,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
"KETOBLUX 100mg/2ml inyectable, caja con 10 ampollas (Ketoprofeno)",7598127002128,655,,129,,,,,10,,,,,,,2026-06-19 16:27:49.713333,,,Ketoprofeno,100mg/2ml,Inyectable,,,,,,,,,,,,,,10 ampollas,,,,IA_FULL_ATTR_V1,,,,,,,KETOBLUX,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
PRIMET LP 1000 mg x 30 tabletas (Metformina) Blue Medical,7598127002142,742,997,127,,,,,30,,,,,,,2024-11-14 20:30:00.893333,,,Metformina,1000 mg,Tableta,No Especificado,No especificado,,,,,,,,,,0,1,30 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,PRIMET LP (Blue Medical),,,,,A10BA02,,True,,NO_DEFINIDO,Adultos,,True,,,Medicamento,,
BLUDIPIN LP 30 mg x 30 comprimidos,7598127002166,790,571,127,,,,999,30,,,,,,,2024-09-24 20:30:01.000000,,,,30 mg,Comprimido,,BLUE MEDICAL,,,,,,,,,,0,0,30 comprimidos,,,,IA_FULL_ATTR_V1,,,,,,,BLUDIPIN LP,,46,,,C08CA01,,True,,NO_DEFINIDO,,,True,,,Medicamento,,
SULBACZONA 1.5G solución inyectable (Cefoperazona + Sulbactam),7598127002173,,,80,,,,,1,,,,,,,2026-06-19 16:27:49.713333,,,Cefoperazona + Sulbactam,1.5G,Inyectable,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,SULBACZONA,,,1.5G,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
"Flogarex 2000 millones/5 ml suspensión oral, 10 viales con esporas de Bacillus Clausii.",7598127002210,155,,140,,,,,10,,,,,,,2026-06-19 16:27:49.713333,,,Bacillus Clausii,2000 millones/5 ml,Suspensión,,,,,,,,,,,,,,10 viales,,,,IA_FULL_ATTR_V1,,,,,,,Flogarex,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Zanax 500 mg óvulo vaginal (Clotrimazol),7598127002227,346,,108,,,,,1,,,,,,,2026-06-19 16:27:49.713333,,,Clotrimazol,500 mg,Óvulo,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Zanax,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
"Zanax 200mg, 3 cápsulas vaginales de clotrimazol, Blue Medical.",7598127002234,346,,68,,,,,3,,,,,,,2026-06-19 16:27:49.713333,,,Clotrimazol,200mg,Cápsula,,,,,,,,,,,,,,3 cápsulas,,,,IA_FULL_ATTR_V1,,,,,,,"Zanax, Blue Medical",,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
METROMAX500 500mg óvulos vaginales con Metronidazol (10 unidades),7598127002258,758,,153,,,,,10,,,,,,,2026-06-19 16:27:49.713333,,,Metronidazol,500mg,Óvulo,,,,,,,,,,,,,,10 unidades,,,,IA_FULL_ATTR_V1,,,,,,,METROMAX500,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
BLUDHES 450mg+50mg x 30 tabletas (Diosmina+Hesperidina) BLUE MEDICAL,7598127002272,422,,27,,,,,30,,,,,,,2026-06-19 16:27:49.713333,,,Diosmina+Hesperidina,450mg+50mg,Tableta,,,,,,,,,,,,,,30 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,"BLUDHES, BLUE MEDICAL",,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
"Cefadroxilo 500 mg, 10 comprimidos",7598127002289,258,775,68,,,,999,10,,,,,,,2025-12-27 20:30:00.833333,,,Cefadroxilo,500 mg,Comprimido,,BLUE MEDICAL,,,,,,,,,,0,1,10 comprimidos,,,,IA_FULL_ATTR_V1,,,,,,,,,114,,,,,True,,NO_DEFINIDO,,,True,,,Medicamento,,
AMOXICLAVEX 875mg/125mg x 14 tabletas (Amoxicilina/Ácido Clavulánico) Blue Medical,7598127002302,132,,27,,,,,14,,,,,,,2026-06-19 16:27:49.713333,,,Amoxicilina/Ácido Clavulánico,875mg/125mg,Tableta,,,,,,,,,,,,,,14 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,"AMOXICLAVEX, Blue Medical",,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Diclofenaco Potásico 50 mg x 10 tabletas Blue Medical,7598127002319,2186,,27,,,,,10,,,,,,,2026-06-19 16:27:49.713333,,,Diclofenaco Potásico,50 mg,Tableta,,,,,,,,,,,,,,10 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,Blue Medical,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Ringer Lactato BM 500ml,7598127002456,,,,,,,,1,,,,,,,2026-06-19 16:27:49.713333,,,Ringer Lactato,,Solución,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,BM,,,500ml,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Dextrosa 5% solución intravenosa 500 ml Blue Medical,7598127002463,397,,80,,,,,1,,,,,,,2026-06-19 16:27:49.713333,,,Dextrosa,5%,Solución,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Blue Medical,,,500 ml,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
AMOXICILINA 500MG X 12 CÁPSULAS BLUE MEDICAL,7598127002494,132,,68,,,,,12,,,,,,,2026-06-19 16:27:49.713333,,,Amoxicilina,500mg,Cápsula,,,,,,,,,,,,,,12 cápsulas,,,,IA_FULL_ATTR_V1,,,,,,,BLUE MEDICAL,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
"Gel de ultrasonido Bioverdes, tubo de 250ml.",7598130212552,,1020,47,,,,1126,1,,,,,,,,,,,,Gel,,Generico,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Bioverdes,,36,250 ml,,V07,,,,NO_DEFINIDO,,,False,,,Material Médico,,
Clopidogrel 75 mg x 30 tabletas Angelus,7598176000014,736,1039,27,,,,,30,jose antonio garcia pablo,True,,False,,,2024-10-05 18:55:03.320000,,2024-08-19 09:45:00,Clopidogrel,75 mg,Tableta,,No especificado,,,,,,,,,,0,0,30 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,Angelus,,,,,M01AC06,,True,,NO_DEFINIDO,Adultos,,True,,,Medicamento,,
Ciprofloxacino 500 mg x 10 tabletas Angelus,7598176000021,295,775,27,,,,,10,,True,,,,,2025-02-12 20:30:00.883333,,,Ciprofloxacino,500 mg,Tableta,VENEZUELA,No especificado,,,,,,,,,,0,0,10 tabletas,,,,IA_FULL_ATTR_V1,B01AC04,,,,True,,Angelus,,11,,,,,False,,ADULTO,INFANTIL,,True,,,Medicamento,,
Levofloxacina 500 mg x 10 tabletas Angelus,7598176000038,2227,775,27,,,,1051,10,,True,,,,,2025-01-31 20:30:00.573333,,,Levofloxacina,500 mg,Tableta,,No especificado,,,,,,,,,,0,0,10 tabletas,,,,IA_FULL_ATTR_V1,B01AC04,,,,True,,Angelus,,11,,,J01MA12,,False,,ADULTO,,,True,,,Medicamento,,
Clarimotricina 500 mg x 10 tabletas Angelus,7598176000045,309,775,27,,,,1051,10,ariany cabello antuare,True,,False,,,2024-10-05 18:54:54.573333,,2024-08-16 16:04:00,Clarimotricina,500 mg,Tableta,No especificado,Angelus,,,,,,,,,,1,0,10 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,Angelus,,,,,J01FA09,,True,,NO_DEFINIDO,Adultos,,True,,,Medicamento,,
Azitromicina 500 mg x 3 tabletas Angelus,7598176000052,153,775,27,,,,,3,,,,,,,2024-10-29 20:30:01.040000,,,Azitromicina,500 mg,Tableta,Venezuela,No especificado,,,,,,,,,,1,1,3 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,Angelus,,,,,J01FA10,,True,,NO_DEFINIDO,Adultos,,True,,https://tantovital.com/images/productos/7598176000052.webp,Medicamento,,
Tamsulosina 0.4 mg x 30 tabletas (Angelus),7598176000069,996,,27,,,,,30,,,,,,,2026-06-19 16:27:49.713333,,,Tamsulosina,0.4 mg,Tableta,,,,,,,,,,,,,,30 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,Angelus,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Gabapentina 300 mg x 30 cápsulas/tabletas Angelus,7598176000076,537,580,123,,,,,30,ariany cabello antuare,True,,False,,,2024-10-05 18:54:59.803333,,2024-08-17 16:22:00,Gabapentina,300 mg,Cápsula/Tableta,Venezuela,CAO Angelus,,,,,,,,,,1,1,30 cápsulas/tabletas,,,,IA_FULL_ATTR_V1,,,,,,,Angelus,,,,,N03AX12,,True,,NO_DEFINIDO,Adultos,,True,,,Medicamento,,
Metformina 500 mg x 30 tabletas Angelus,7598176000083,742,775,27,,,,,30,,True,,,,,2026-04-14 20:30:00.476666,,,Metformina,500 mg,Tableta,,No especificado,,,,,,,,,,0,1,30 tabletas,,,,IA_FULL_ATTR_V1,A10BA02,,,,True,,Angelus,,46,500 mg,,A10BA02,,True,,ADULTO,,,True,,,Medicamento,,
Losartán Potásico 50mg + Hidroclorotiazida 12.5mg x 30 tabletas Angelus,7598176000090,584,714,88,,,,,30,ariany cabello antuare,True,,False,,,2024-10-05 18:55:02.676666,,2024-08-10 20:09:00,Losartán Potásico + Hidroclorotiazida,50mg + 12.5mg,Tableta,,No especificado,,,,,,,,,,1,1,30 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,Angelus,,,,,C09DA01,,True,,NO_DEFINIDO,adultos,,True,,,Medicamento,,
Glimepirida 2 mg x 30 tabletas Angelus,7598176000113,557,421,27,,,,,30,,True,,,TAB(27),"1 G/2 MG(141), 2 MG(421), 4 MG(632)",2024-07-29 20:30:00.370000,,,Glimepirida,2 mg,Tableta,,No especificado,,,,,,,,,,0,0,30 tabletas,,,,IA_FULL_ATTR_V1,A10BA02,,,,True,,Angelus,,46,2 mg,,,,False,,Adulto,,,True,,,Medicamento,,
Losartán Potásico 50mg x 30 tabletas Angelus,7598176000120,2303,,27,,,,,30,,,,,,,2026-06-19 16:27:49.716666,,,Losartán Potásico,50mg,Tableta,,,,,,,,,,,,,,30 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,Angelus,,,50mg,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Alopurinol 100 mg x 30 tabletas Angelus,7598176000137,102,253,27,,,,1051,30,jose antonio garcia pablo,True,,False,,,2024-10-05 18:54:48.470000,,2024-08-13 15:04:00,Alopurinol,100 mg,Tableta,No especificado,ANGELUS,,,,,,,,,,0,1,30 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,Angelus,,,100 mg,,M04AA01,,True,,NO_DEFINIDO,Adulto,,True,,,Medicamento,,
ROSUVASTATINA 20 MG X 30 TABLETAS ANGELUS,7598176000144,939,457,27,,,,1051,30,jose antonio garcia pablo,True,,False,,,2024-10-05 18:57:46.763333,,2024-08-17 13:53:00,Rosuvastatina,20 mg,Tableta,No especificado,Angelus,,,,,,,,,,1,1,30 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,Angelus,,,20 mg,,C10AA07,,True,,NO_DEFINIDO,Adulto,,True,,,Medicamento,,
FLUOXETINA 20 MG X 30 CÁPSULAS/TABLETAS ANGELUS,7598176000151,522,457,27,,,,1051,30,,,,,,,2025-10-08 20:30:01.140000,,,Fluoxetina,20 mg,Cápsula/Tableta,,Angelus,,,,,,,,,,1,1,30 cápsulas/tabletas,,,,IA_FULL_ATTR_V1,,,,,,,Angelus,,,20 mg,,N06AB03,,True,,NO_DEFINIDO,Adultos,,True,,,Medicamento,,
Metronidazol 500 mg x 30 tabletas (Angelus),7598176000168,758,,27,,,,,30,,,,,,,2026-06-19 16:27:49.716666,,,Metronidazol,500 mg,Tableta,,,,,,,,,,,,,,30 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,Angelus,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Prednisolona 5 mg x 30 tabletas Angelus,7598176000175,896,718,27,,,,1051,30,,,,,"COLIRIO(3), GOTAS(10), JARABE(15), TAB(27)","10 MG(213), 13.3 MG(338), 3 MG(552), 500 MG(775)",,,,Prednisolona,5 mg,Tableta,,ANGELUS,,,,,,,,,,0,0,30 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,Angelus,,,5 mg,,H02AB07,,True,,NO_DEFINIDO,TODOS,,True,,,Medicamento,,
Azitromicina 200 mg/5 ml suspensión oral 15 ml Angelus,7598176000182,153,,67,,,,,1,,,,,,,2026-06-19 16:27:49.716666,,,Azitromicina,200 mg/5 ml,Suspensión,,,,,,,,,,,,,,15 ml,,,,IA_FULL_ATTR_V1,,,,,,,Angelus,,,15 ml,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Bisoprolol 10 mg x 30 tabletas Angelus,7598176000205,191,213,101,,,,,30,,,,,TAB(27),"0.005 MG(6), 0.05 MG(31), 1 G/10 MG(138), 1.25 MG(187), 10 MG(213), 2.5 MG(441), 5 MG(718)",2024-09-17 20:30:00.650000,,,Bisoprolol,10 mg,Tableta,,No especificado,,,,,,,,,,0,1,30 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,Angelus,,,10 mg,,C07AB07,,True,,NO_DEFINIDO,Adulto,,True,,,Medicamento,,
